Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Media
13204350719,"Dec 27, 2024, 9:35:02 PM",Caves pt. 2,Hike,"",6025,3.24,151.0,12,false,,,activities/14081832558.fit.gz,,,6025.0,3765.0,3243.3,3.382,0.861,137.0,138.6,1364.0,1481.6,49.5,-0.1,,,,,151.0,114.0,,,271.0,,,12.0,,,,,,,,,,,0.0,,0.0,,1.0,,1735333248.0,1.0,11.5,11.8,-2.7,0.37,1011.7,3.0,5.9,219.0,0.0,1735310080.0,1735345408.0,0.875,,,0.0,1.0,0.05,37460.7,2.0,,,,,0.0,0.538,3553.7,,,,3806.0,,,,,,,3806.0,,,,,,,,media/DC55F1E6-9652-42E7-AB9A-55BF8F897941.jpg
13211529803,"Dec 28, 2024, 9:07:36 PM",Afternoon Hike,Hike,,2721,2.93,159.0,10,false,,,activities/14089563914.fit.gz,,,2721.0,2625.0,2937.5,3.885,1.119,128.2,130.8,492.2,599.6,26.9,-0.1,,,,,159.0,120.0,,,244.0,,,10.0,,,,,,,,,,,,,0.0,,1.0,,1735419648.0,3.0,19.3,17.8,-0.2,0.27,1017.4,1.8,3.2,218.0,0.0,1735396352.0,1735432064.0,0.875,,,0.0,1.0,1.0,39987.0,2.0,,,,,0.0,1.08,2940.8,,,,3470.0,,,,,,,3470.0,,,,,,,,""
13227297407,"Dec 30, 2024, 11:44:32 PM",Afternoon Ride,Ride,8mi on stationary,1678,0,145.0,15,false,,,activities/14106637371.fit.gz,,,1678.0,1678.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,145.0,134.0,,,289.0,,,15.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,""
13259448861,"Jan 3, 2025, 11:41:57 PM",Afternoon Ride,Ride,8 mi on stationary bike,1945,0,148.0,8,false,,,activities/14141375804.fit.gz,,,1945.0,1945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,148.0,116.0,,,226.0,,,8.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,""
13285360131,"Jan 6, 2025, 10:03:29 PM",Afternoon Ride,Ride,8.3 mi on stationary bike,2066,0,142.0,9,false,,,activities/14169325277.fit.gz,,,2066.0,2066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,142.0,125.0,,,283.0,,,9.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,""
13303569945,"Jan 8, 2025, 9:31:21 PM",Afternoon Ride,Ride,9.7 mi on stationary bike,2951,0,146.0,14,false,,,activities/14188807565.fit.gz,,,2951.0,2951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,146.0,123.0,,,454.0,,,14.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,""
13317291387,"Jan 9, 2025, 9:48:23 PM",Afternoon Ride,Ride,8.5 mi on stationary bike for 37 min,2846,0,131.0,9,false,,,activities/14203548614.fit.gz,,,2846.0,2846.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,131.0,112.0,,,268.0,,,9.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,""
13347745521,"Jan 13, 2025, 6:20:51 PM",Lunch Ride,Ride,8.5 mi stationary bike,2013,0,150.0,15,false,,,activities/14236272001.fit.gz,,,2013.0,2013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,150.0,129.0,,,311.0,,,15.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,""
13356525649,"Jan 14, 2025, 8:57:48 PM",Afternoon Ride,Ride,9.1 mi on stationary bike,1873,0,154.0,27,false,,,activities/14245675785.fit.gz,,,1873.0,1873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,154.0,141.0,,,329.0,,,27.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,""
13372177260,"Jan 16, 2025, 12:00:32 AM",Evening Ride,Ride,9.1 mi on stationary bike,1981,0,155.0,26,false,,,activities/14262477505.fit.gz,,,1981.0,1981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,155.0,140.0,,,389.0,,,26.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,""
13381320698,"Jan 17, 2025, 4:57:59 PM",Back to running,Run,"",2523,6.75,183.0,145,false,,Brooks Trace 3,activities/14272311029.fit.gz,,,2523.0,2516.0,6750.7,4.32,2.683,60.2,57.6,275.6,316.2,10.3,0.0,,,,,183.0,174.0,,211.0,538.0,,,145.0,,,,,,,,,212.0,2524.0,0.0,,0.0,,1.0,6835.1,1737129600.0,3.0,0.9,-3.2,-2.2,0.8,998.2,3.3,5.4,257.0,0.0,1737121536.0,1737154816.0,0.625,,22257076.0,0.0,1.0,1.0,23128.0,1.0,,,,,0.0,2.676,0.0,,,,6260.0,,,177.0,159.0,2.717,,,,,,,,,,""
13416759759,"Jan 21, 2025, 5:00:20 PM",Lunch Weight Training,Weight Training,,2660,0,164.0,19,false,,,activities/14310673317.fit.gz,,,2660.0,2660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,164.0,129.0,,,403.0,,,19.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,""
13416760349,"Jan 21, 2025, 6:47:23 PM",Lunch Run,Run,"",2094,5.02,188.0,119,false,,Brooks Trace 3,activities/14310673878.fit.gz,,,2094.0,2040.0,5025.8,3.08,2.464,0.0,0.0,0.0,0.0,0.0,0.0,,,,,188.0,175.0,,,521.0,,,119.0,,,,,,,,,,,0.0,,0.0,,1.0,5039.2,,,,,,,,,,,,,,,,22257076.0,,,,,,,,,,0.0,2.4,0.0,,,,4904.0,,,,,,,,,,,,,,,""
13452794140,"Jan 25, 2025, 10:12:01 PM",Afternoon Run,Run,A run with [strava://athletes/37097751/16]Hrishikesh Ingle,3486,8.58,184.0,149,false,,Brooks Trace 3,activities/14349694097.fit.gz,,,3486.0,3437.0,8587.0,4.18,2.498,40.6,40.6,259.8,277.6,16.2,0.0,,,,,184.0,169.0,,200.0,597.0,,,149.0,,,,,,,,,206.0,3453.0,0.0,,0.0,,1.0,8678.4,,,,,,,,,,,,,,,,22257076.0,,,,,,,,,,0.0,2.463,1173.5,,,,8024.0,,,230.0,155.0,2.525,,,,,,,,,,""
13477687930,"Jan 28, 2025, 5:57:28 PM",Lunch Weight Training,Weight Training,,2897,0,161.0,12,false,,,activities/14376868677.fit.gz,,,2897.0,2897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,161.0,117.0,,,303.0,,,12.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,""
13492909101,"Jan 30, 2025, 1:59:27 PM",Morning Run,Run,A run with Daniel Niemi,1814,5.05,181.0,98,false,,Brooks Trace 3,activities/14393424756.fit.gz,,,1814.0,1812.0,5050.1,5.2,2.787,13.2,13.2,260.2,266.0,5.5,0.0,,,,,181.0,172.0,,216.0,412.0,,,98.0,,,,,,,,,215.0,1815.0,0.0,,0.0,,1.0,5065.5,,,,,,,,,,,,,,,,22257076.0,,,,,,,,,,0.0,2.784,2044.3,,,,4586.0,,,132.0,162.0,2.796,,,,,,,,,,""
13524166520,"Feb 2, 2025, 10:11:54 PM",Lost but found,Run,"",4450,11.47,178.0,179,false,,Brooks Trace 3,activities/14427555535.fit.gz,,,4450.0,4229.0,11469.4,5.473,2.712,64.6,64.6,0.0,281.8,13.6,0.0,,,,,178.0,167.0,,217.0,793.0,,,179.0,,,,,,,,,213.0,4452.0,0.0,,0.0,,1.0,11701.0,,,,,,,,,,,,,,,,22257076.0,,,,,,,,,,0.0,2.577,880.1,,,,10398.0,,,316.0,160.0,2.767,,,,,,,,,,media/7AEED38D-3E14-4D5B-B5B9-2EE7B9FFEC66.jpg
13566931400,"Feb 7, 2025, 7:24:34 PM",Afternoon Run,Run,"",2145,6.09,178.0,97,false,,Brooks Trace 3,activities/14474401225.fit.gz,,,2145.0,2033.0,6096.6,4.613,2.999,19.8,19.8,259.8,266.0,5.3,0.0,,,,,178.0,170.0,,233.0,406.0,,,97.0,,,,,,,,,229.0,2071.0,0.0,,0.0,,1.0,6220.5,,,,,,,,,,,,,,,,22257076.0,,,,,,,,,,0.0,2.842,2022.3,,,,5246.0,,,170.0,172.0,3.06,,,,,,,,,,""
13628382186,"Feb 14, 2025, 9:45:54 PM",Afternoon Ride,Ride,"",2299,0,165.0,45,false,,,activities/14541665516.fit.gz,,,2299.0,2299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,165.0,145.0,,,415.0,,,45.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,""
13718176558,"Feb 24, 2025, 8:39:25 PM",Bike upgrade needed,Ride,"",8473,23.21,178.0,115,true,,,activities/14639842247.fit.gz,,,8473.0,4540.0,23212.1,9.22,5.113,47.6,47.6,259.8,272.4,6.5,0.0,,,,,178.0,152.0,,,478.0,,,115.0,,,,,,,,,,,0.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.74,357.8,,,,,5.05,,,,,,,,,,,,,,""
13747085001,"Feb 28, 2025, 1:24:03 AM",Puddles,Run,"",1437,3.30,181.0,42,false,,Brooks Trace 3,activities/14671148279.fit.gz,,,1437.0,1404.0,3299.7,4.033,2.35,15.4,15.4,260.6,266.6,7.9,0.0,,,,,181.0,157.0,,185.0,238.0,,,42.0,,,,,,,,,181.0,1439.0,0.0,,0.0,,1.0,3340.9,,,,,,,,,,,,,,,,22257076.0,,,,,,,,,,0.0,2.296,2019.7,,,,3436.0,,,73.0,136.0,2.38,,,,,,,,,,""
13786710398,"Mar 4, 2025, 1:57:39 PM",Pre exam run,Run,"",1338,3.25,172.0,46,false,,Brooks Trace 3,activities/14714316751.fit.gz,,,1338.0,1294.0,3251.2,3.26,2.512,18.2,18.2,261.0,267.4,6.0,0.0,,,,,172.0,163.0,,199.0,212.0,,,46.0,,,,,,,,,196.0,1340.0,0.0,,0.0,,1.0,3292.3,,,,,,,,,,,,,,,,22257076.0,,,,,,,,,,0.0,2.43,2029.1,,,,3296.0,,,80.0,147.0,2.544,,,,,,,,,,""
13809508528,"Mar 6, 2025, 9:45:03 PM",Afternoon Run,Run,Watch stopped recording halfway HR ~ 168,2280,6.43,,,false,,Brooks Trace 3,,,,2280.0,2280.0,6437.4,,2.823,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,22257076.0,,,,,,,,,,0.0,2.823,0.0,,,,,,,,,,,,,,,,,,,""
13851918240,"Mar 11, 2025, 1:04:14 PM",Puddles pt. 2,Run,Got fooled again,1176,3.33,177.0,36,false,,Brooks Trace 3,activities/14785030746.fit.gz,,,1176.0,1172.0,3335.1,3.94,2.846,18.8,18.8,260.6,266.6,16.9,0.0,,,,,177.0,159.0,,222.0,222.0,,,36.0,,,,,,,,,223.0,1177.0,0.0,,0.0,,1.0,3359.9,,,,,,,,,,,,,,,,22257076.0,,,,,,,,,,0.0,2.836,2014.8,,,,3078.0,,,92.0,168.0,2.867,,,,,,,,,,""
13911256707,"Mar 17, 2025, 9:33:32 PM",Afternoon Run,Run,,1807,4.98,191.0,84,false,,Brooks Trace 3,activities/14848625603.fit.gz,,,1807.0,1736.0,4979.7,5.28,2.869,30.8,30.6,260.0,273.4,12.8,0.0,,,,,191.0,170.0,,222.0,350.0,,,84.0,,,,,,,,,220.0,1809.0,,,0.0,,1.0,5054.8,,,,,,,,,,,,,,,,22257076.0,,,,,,,,,,0.0,2.756,6.6,,,,4448.0,,,137.0,165.0,2.912,,,,,,,,,,""
13941348422,"Mar 20, 2025, 10:42:07 PM",Peaceful run,Run,"",2100,5.45,181.0,66,false,,Brooks Trace 3,activities/14881154462.fit.gz,,,2100.0,1931.0,5454.8,4.2,2.825,39.8,35.6,259.4,278.4,15.4,0.1,,,,,181.0,161.0,,218.0,381.0,,,66.0,,,,,,,,,210.0,2101.0,0.0,,0.0,,1.0,5569.9,,,,,,,,,,,,,,,,22257076.0,,,,,,,,,,0.0,2.598,638.7,,,,5146.0,,,145.0,158.0,2.884,,,,,,,,,,""
14048468668,"Apr 1, 2025, 12:57:03 PM",Morning Run,Run,Should’ve ran the past two weeks,3055,7.53,188.0,130,false,,Brooks Trace 3,activities/14996274347.fit.gz,,,3055.0,2570.0,7535.9,4.66,2.932,40.0,40.8,259.4,272.8,11.0,0.0,,,,,188.0,171.0,,230.0,507.0,,,130.0,,,,,,,,,221.0,2888.0,0.0,,0.0,,1.0,8011.4,,,,,,,,,,,,,,,,22257076.0,,,,,,,,,,0.0,2.467,245.3,,,,7042.0,,,221.0,166.0,3.117,,,,,,,,,,""
14068493583,"Apr 3, 2025, 1:24:54 PM",Morning Run,Run,,1516,3.75,181.0,56,false,,Brooks Trace 3,activities/15017449928.fit.gz,,,1516.0,1421.0,3755.7,4.36,2.643,27.2,23.0,260.0,267.8,16.9,0.1,,,,,181.0,165.0,,204.0,261.0,,,56.0,,,,,,,,,200.0,1517.0,,,0.0,,1.0,3813.9,,,,,,,,,,,,,,,,22257076.0,,,,,,,,,,0.0,2.477,239.9,,,,3676.0,,,95.0,150.0,2.684,,,,,,,,,,""
14099583133,"Apr 6, 2025, 3:08:17 PM",Morning Run,Run,"HOC trail run
Touched a cool rock",3643,8.19,178.0,123,false,,Brooks Trace 3,activities/15050130341.fit.gz,,,3643.0,2953.0,8194.7,4.0,2.775,24.4,22.8,0.0,266.0,7.5,0.0,,,,,178.0,165.0,,215.0,565.0,,,123.0,,,,,,,,,211.0,3153.0,0.0,,0.0,,1.0,8287.4,,,,,,,,,,,,,,,,22257076.0,,,,,,,,,,0.0,2.249,4623.1,,,,7822.0,,,220.0,159.0,2.806,,,,,,,,,,""
14116589113,"Apr 8, 2025, 1:28:13 PM",Morning Run,Run,Pre exam relaxation,1473,3.97,188.0,62,false,,Brooks Trace 3,activities/15067874669.fit.gz,,,1473.0,1447.0,3978.7,4.857,2.75,19.8,19.8,260.4,266.6,5.8,0.0,,,,,188.0,167.0,,207.0,312.0,,,62.0,,,,,,,,,208.0,1447.0,0.0,,0.0,,1.0,4035.1,,,,,,,,,,,,,,,,22257076.0,,,,,,,,,,0.0,2.701,2013.4,,,,3754.0,,,98.0,156.0,2.789,,,,,,,,,,""
14149168382,"Apr 11, 2025, 7:46:33 PM",Workout 1 pt.2,Run,"[strava://athletes/33997903/15]Samarth Boranna 
Bro killed my legs
3 sets 2x400m ~1:30 each 
1k tempo start and end",3539,7.41,184.0,96,false,,Brooks Trace 3,activities/15101832186.fit.gz,,,3539.0,3190.0,7409.6,6.58,2.323,38.8,38.8,261.4,268.0,25.0,0.0,,,,,184.0,163.0,,205.0,487.0,,,96.0,,,,,,,,,211.0,3482.0,0.0,,0.0,,1.0,7502.7,,,,,,,,,,,,,,,,22257076.0,,,,,,,,,,0.0,2.094,1044.9,,,,6770.0,,,243.0,159.0,2.352,,,,,,,,,,""
14149197294,"Apr 11, 2025, 7:06:25 PM",Workout 1 pt.1,Run,"Watch was bugging mid workout 
Numbers included in pt2",2364,5.11,180.0,66,false,,Brooks Trace 3,activities/15101862510.fit.gz,,,2364.0,1941.0,5114.0,6.5,2.635,25.6,25.6,0.0,266.8,10.3,0.0,,,,,180.0,164.0,,222.0,323.0,,,66.0,,,,,,,,,217.0,2276.0,0.0,,0.0,,1.0,5537.9,,,,,,,,,,,,,,,,22257076.0,,,,,,,,,,0.0,2.163,1160.3,,,,4958.0,,,168.0,163.0,2.853,,,,,,,,,,""
14169758334,"Apr 13, 2025, 6:46:06 PM",Hoofer mountain biking ride,Ride,"Some fear conquered
A must try activity",5945,10.99,171.0,29,false,,,activities/15123440199.fit.gz,,,5945.0,3151.0,10990.7,15.82,3.488,51.2,54.4,0.0,288.2,29.9,2.4,,,,,171.0,133.0,,,194.0,,,29.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.849,5022.2,,,,,,,,,,,,,,,,,,,""
14184510215,"Apr 15, 2025, 12:52:09 PM",Workout,Run,"Windy af
A goose yelled at me
A lil late to class 
6x 200m (42, 47, 44, 45, 43, 44)",3721,8.29,185.0,133,false,,Brooks Trace 3,activities/15138852960.fit.gz,,,3721.0,2780.0,8297.9,7.24,2.985,39.6,40.6,259.6,267.4,11.7,0.0,,,,,185.0,170.0,,229.0,567.0,,,133.0,,,,,,,,,224.0,3173.0,0.0,,0.0,,1.0,9238.1,,,,,,,,,,,,,,,,22257076.0,,,,,,,,,,2.0,2.23,2215.7,,,,8244.0,,,249.0,168.0,3.323,,,,,,,,,,""
14247158160,"Apr 21, 2025, 10:51:07 PM",Afternoon Run,Run,"Crazy wind 
Felt like I was running in place for a bit",2206,6.42,191.0,123,false,,Brooks Trace 3,activities/15204340842.fit.gz,,,2206.0,2104.0,6419.9,4.6,3.051,33.2,29.6,258.0,267.8,9.8,0.0,,,,,191.0,177.0,,234.0,472.0,,,123.0,,,,,,,,,232.0,2208.0,0.0,,0.0,,1.0,6520.3,,,,,,,,,,,,,,,,22257076.0,,,,,,,,,,0.0,2.91,0.0,,,,5396.0,,,186.0,174.0,3.099,,,,,,,,,,""
14293598837,"Apr 26, 2025, 4:25:07 PM",CD,Run,"",862,1.82,167.0,18,false,,Brooks Trace 3,activities/15252861237.fit.gz,,,862.0,730.0,1823.1,3.72,2.497,15.8,11.0,0.0,267.4,10.9,0.2,,,,,167.0,153.0,,196.0,120.0,,,18.0,,,,,,,,,185.0,863.0,0.0,,0.0,,1.0,1860.0,,,,,,,,,,,,,,,,22257076.0,,,,,,,,,,0.0,2.115,2.3,,,,1856.0,,,46.0,139.0,2.548,,,,,,,,,,""
